"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/04/2014","Labcorp","LCA*LABCORP (LCBS) WE 800-845-6167 NC        08/02","19.87","debit","Doctor","CHASE COLLEGE","",""
"8/04/2014","Games Of Berkeley","Games of Berkeley BERKELEY CA08/02","10.88","debit","Amusement","CHASE COLLEGE","",""
"8/04/2014","Jupiter","JUPITER BERKELEY CA08/03","34.35","debit","Uncategorized","CHASE COLLEGE","",""
"8/04/2014","North Beach Pizza","NORTH BEACH PIZZA BERKELEY CA07/31","21.18","debit","Fast Food","CHASE COLLEGE","",""
"8/04/2014","Geico","GEICO 800-841-3000 DC08/01","205.10","debit","Auto Insurance","CHASE COLLEGE","",""
"8/04/2014","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   059465  08/03","15.11","debit","Groceries","CHASE COLLEGE","",""
"8/04/2014","Amazon","Amazon Web Services aws.amazon.co WA         08/03","2.12","debit","Shopping","CHASE COLLEGE","",""
"8/04/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA966313  08/04","17.67","debit","Groceries","CHASE COLLEGE","",""
"8/04/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 4057781761","100.00","debit","Transfer","CHASE COLLEGE","",""
"8/04/2014","Peter Liu","Online Payment 4072039713 To Peter Liu","1095.00","debit","Uncategorized","CHASE COLLEGE","",""
"8/04/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 4057781761","100.00","credit","Transfer","CHASE COLLEGE","",""
"8/01/2014","Amazon","Amazon.com AMZN.COM/BILL WA08/01","10.89","debit","Shopping","CHASE COLLEGE","",""
"8/01/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        07/31","9.34","debit","Shopping","CHASE COLLEGE","",""
"8/01/2014","Chevron","CHEVRON 00091745 BERKELEY CA07/31","39.73","debit","Gas & Fuel","CHASE COLLEGE","",""
"8/01/2014","Amazon","Amazon Web Services aws.amazon.co WA         07/31","0.88","debit","Shopping","CHASE COLLEGE","",""
"8/01/2014","Amazon","Amazon.com AMZN.COM/BILL WA08/01","3.44","debit","Shopping","CHASE COLLEGE","",""
"8/01/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        08/01","194.49","debit","Shopping","CHASE COLLEGE","",""
"8/01/2014","Orig Name Zenpayrollorig","ORIG CO NAME:ZENPAYROLLORIG ID:1453942850 DESC DATE:140","409.08","credit","Paycheck","CHASE SAVINGS","",""
"7/31/2014","Zenpayroll Employee Pppd","ZENPAYROLL       EMPLOYEE PPPD ID: 1453942850","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"7/30/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA253041  07/30","47.72","debit","Groceries","CHASE COLLEGE","",""
"7/29/2014","Amazon","AmazonPrime Membersh amzn.com/prme NV        07/28","107.91","debit","Shopping","CHASE COLLEGE","",""
"7/29/2014","CVS","CVS 09086 09086--670 E El Cerrito CA 449971  07/28","12.05","debit","Pharmacy","CHASE COLLEGE","",""
"7/28/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA872039  07/27","23.61","debit","Groceries","CHASE COLLEGE","",""
"7/28/2014","Amazon","Amazon.com AMZN.COM/BILL WA07/27","37.40","debit","Shopping","CHASE COLLEGE","",""
"7/28/2014","Uber.com","Uber Technologies Inc 866-5761039 CA         07/24","24.30","debit","Rental Car & Taxi","CHASE COLLEGE","",""
"7/28/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 4045843358","100.00","debit","Transfer","CHASE COLLEGE","",""
"7/28/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 4045843358","100.00","credit","Transfer","CHASE COLLEGE","",""
"7/24/2014","BART","BART-CLIPPER N BERKELEY 5104646979 CA        07/23","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"7/24/2014","Alan R Malouf","ALAN R MALOUF DDS SAN FRANCISCOCA           07/23","92.60","debit","Dentist","CHASE COLLEGE","",""
"7/23/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA829255  07/22","51.57","debit","Groceries","CHASE COLLEGE","",""
"7/22/2014","Homejoy Ca","HOMEJOY 855-569-8783 CA07/21","60.00","debit","Uncategorized","CHASE COLLEGE","",""
"7/22/2014","BART","BART-MONTGOMERY     SAN FRANCISCO CA         07/22","10.00","debit","Public Transportation","CHASE COLLEGE","",""
"7/21/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        07/19","23.36","debit","Shopping","CHASE COLLEGE","",""
"7/21/2014","Fins Restaurant","FINS RESTAURANT BERKELEY CA07/20","10.73","debit","Restaurants","CHASE COLLEGE","",""
"7/21/2014","Target","TARGET T1926 TARGET T1 ALBANY CA808137  07/19","15.08","debit","Shopping","CHASE COLLEGE","",""
"7/21/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 4032868215","100.00","debit","Transfer","CHASE COLLEGE","",""
"7/21/2014","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   475997  07/20","6.03","debit","Groceries","CHASE COLLEGE","",""
"7/21/2014","Pandora","PANDORA*INTERNET RADI 510-451-4100 CA        07/19","3.99","debit","Gift","CHASE COLLEGE","",""
"7/21/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 4032868215","100.00","credit","Transfer","CHASE COLLEGE","",""
"7/18/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        07/17","2.69","debit","Shopping","CHASE COLLEGE","",""
"7/17/2014","Albany Medical Group","ALBANY MEDICAL GROUP ALBANY CA07/16","78.00","debit","Doctor","CHASE COLLEGE","",""
"7/17/2014","Papa John's","PAPA JOHN'S #03820.CO 510-332-0719 CA        07/16","39.66","debit","Fast Food","CHASE COLLEGE","",""
"7/17/2014","Steam Games","STEAMGAMES.COM 425-889-9642 WA07/17","4.99","debit","Entertainment","CHASE COLLEGE","",""
"7/16/2014","Orig Name Zenpayrollorig","ORIG CO NAME:ZENPAYROLLORIG ID:1453942850 DESC DATE:140","431.53","credit","Paycheck","CHASE SAVINGS","",""
"7/15/2014","Zenpayroll Employee Pppd","ZENPAYROLL       EMPLOYEE PPPD ID: 1453942850","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"7/15/2014","Gum Cc David","GUM.CO/CC DAVID CAPELL 6502043486 CA         07/14","10.00","debit","Hair","CHASE COLLEGE","",""
"7/15/2014","BART","BART-CLIPPER N BERKELEY 5104646979 CA        07/14","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"7/14/2014","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    529161  07/12","7.18","debit","Pharmacy","CHASE COLLEGE","",""
"7/14/2014","Domino's Pizza","DOMINO'S 7902 510-222-9025 CA07/12","19.69","debit","Fast Food","CHASE COLLEGE","",""
"7/14/2014","CVS","CVS 09086 09086--670 E El Cerrito CA 905954  07/11","7.90","debit","Pharmacy","CHASE COLLEGE","",""
"7/14/2014","Netflix","NETFLIX.COM NETFLIX.COM CA07/13","8.99","debit","Movies & DVDs","CHASE COLLEGE","",""
"7/14/2014","Gandi Uxembourg","GANDI UXEMBOURG07/13","267.94","debit","Uncategorized","CHASE COLLEGE","",""
"7/14/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 4020218165","100.00","debit","Transfer","CHASE COLLEGE","",""
"7/14/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 4020218165","100.00","credit","Transfer","CHASE COLLEGE","",""
"7/11/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        07/11","23.85","debit","Shopping","CHASE COLLEGE","",""
"7/11/2014","Parking Lot","MILVIA PARKING LOT BERKELEY CA07/09","12.00","debit","Auto & Transport","CHASE COLLEGE","",""
"7/11/2014","Check 153","CHECK 153","1095.00","debit","Check","CHASE COLLEGE","",""
"7/10/2014","T-Mobile","T-MOBILE RECURRING PM 800-937-8997 WA        07/10","58.34","debit","Mobile Phone","CHASE COLLEGE","",""
"7/10/2014","King Dong Restaurant","KING DONG RESTAURANT BERKELEY CA07/09","17.07","debit","Restaurants","CHASE COLLEGE","",""
"7/10/2014","Walgreens","WALGREENS 2190 SHATTUC BERKELEYCA   547914  07/09","5.40","debit","Pharmacy","CHASE COLLEGE","",""
"7/09/2014","Wiki Wiki Hawalla","WIKI WIKI HAWALLA BBQ BERKELEY CA            07/07","7.68","debit","Restaurants","CHASE COLLEGE","",""
"7/08/2014","Streak","STREAK.COM 3124204956 CA07/07","1.00","credit","Home Services","CHASE COLLEGE","",""
"7/08/2014","Streak","STREAK.COM 3124204956 CA07/07","1.00","credit","Home Services","CHASE COLLEGE","",""
"7/08/2014","Streak","STREAK.COM 3124204956 CA07/07","1.00","credit","Home Services","CHASE COLLEGE","",""
"7/08/2014","Streak","STREAK.COM 3124204956 CA07/07","1.00","credit","Home Services","CHASE COLLEGE","",""
"7/08/2014","Denny's","DENNY'S INC EMERYVILLE CA07/07","39.92","debit","Restaurants","CHASE COLLEGE","",""
"7/08/2014","University Valero","UNIVERSITY VALERO BERKELEY CA048347  07/07","8.18","debit","Gas & Fuel","CHASE COLLEGE","",""
"7/08/2014","Streak","STREAK.COM 312-420-4956 CA07/07","1.00","debit","Home Services","CHASE COLLEGE","",""
"7/07/2014","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Life Insurance","CHASE COLLEGE","",""
"7/07/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 4005556561","100.00","debit","Transfer","CHASE COLLEGE","",""
"7/07/2014","Toot Sweets","TOOT SWEETS BERKELEY CA07/05","7.05","debit","Uncategorized","CHASE COLLEGE","",""
"7/07/2014","CVS","CVS 09086 09086--670 E El Cerrito CA         07/04","18.76","debit","Pharmacy","CHASE COLLEGE","",""
"7/07/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        07/05","60.84","debit","Shopping","CHASE COLLEGE","",""
"7/07/2014","Chop Salon","CHOP SALON BERKELEY CA07/02","97.00","debit","Personal Care","CHASE COLLEGE","",""
"7/07/2014","Spirit Airlines","SPIRIT AIRL 48701013400 MIRAMARFL           07/02","417.98","debit","Air Travel","CHASE COLLEGE","",""
"7/07/2014","Interest","INTEREST PAYMENT","0.10","credit","Interest Income","CHASE SAVINGS","",""
"7/07/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 4005556561","100.00","credit","Transfer","CHASE COLLEGE","",""
"7/03/2014","North","NORTH BERKELEY IMPORTS BERKELEYCA           07/02","24.25","debit","Alcohol & Bars","CHASE COLLEGE","",""
"7/03/2014","Steam Games","STEAMGAMES.COM 425-889-9642 WA07/03","29.99","debit","Entertainment","CHASE COLLEGE","",""
"7/02/2014","Trader Joe's","TRADER JOE'S #186 BERKELEY CA794312  07/02","24.44","debit","Groceries","CHASE COLLEGE","",""
"7/01/2014","Homejoy Ca","HOMEJOY 855-569-8783 CA06/30","60.00","debit","Uncategorized","CHASE COLLEGE","",""
"7/01/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA933275  06/30","86.91","debit","Groceries","CHASE COLLEGE","",""
"7/01/2014","Orig Name Zenpayrollorig","ORIG CO NAME:ZENPAYROLLORIG ID:1453942850 DESC DATE:140","431.52","credit","Paycheck","CHASE SAVINGS","",""
"6/30/2014","Zenpayroll Employee Pppd","ZENPAYROLL       EMPLOYEE PPPD ID: 1453942850","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"6/30/2014","Beverages & More","BEVERAGES & MORE #04 ALBANY CA257976  06/27","19.70","debit","Alcohol & Bars","CHASE COLLEGE","",""
"6/30/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 3993225594","100.00","debit","Transfer","CHASE COLLEGE","",""
"6/30/2014","Walgreens","WALGREENS 116 NEW MO SAN FRANCISCO CA550507  06/30","7.16","debit","Pharmacy","CHASE COLLEGE","",""
"6/30/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 3993225594","100.00","credit","Transfer","CHASE COLLEGE","",""
"6/27/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA137373  06/26","29.18","debit","Groceries","CHASE COLLEGE","",""
"6/26/2014","Pyramid Alehouse","PYRAMID ALEHOUSE BERKELEY CA06/24","12.30","debit","Restaurants","CHASE COLLEGE","",""
"6/25/2014","Parkingfine Paybyweb Ca","PARKINGFINE- PAYBYWEB 866-226-9288 CA        06/24","59.00","debit","Parking","CHASE COLLEGE","",""
"6/25/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        06/25","36.99","debit","Shopping","CHASE COLLEGE","",""
"6/23/2014","Grubhub Food Order","GRUBHUB FOOD ORDER 877-585-7878IL           06/21","20.80","debit","Food & Dining","CHASE COLLEGE","",""
"6/23/2014","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    802181  06/22","3.89","debit","Pharmacy","CHASE COLLEGE","",""
"6/23/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 3980902243","100.00","debit","Transfer","CHASE COLLEGE","",""
"6/23/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 3980902243","100.00","credit","Transfer","CHASE COLLEGE","",""
"6/20/2014","Pandora","PANDORA*INTERNET RADI 510-451-4100 CA        06/19","3.99","debit","Gift","CHASE COLLEGE","",""
"6/20/2014","Homejoy Ca","HOMEJOY 619-808-8909 CA06/19","60.00","debit","Uncategorized","CHASE COLLEGE","",""
"6/19/2014","Subway","SUBWAY        032842 SAN FRANCISCO CA        06/19","10.60","debit","Fast Food","CHASE COLLEGE","",""
"6/17/2014","Steam Games","STEAMPOWERED.COM 425-8899642 WA06/16","9.99","debit","Entertainment","CHASE COLLEGE","",""
"6/16/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 3968200887","100.00","debit","Transfer","CHASE COLLEGE","",""
"6/16/2014","Orig Name Zenpayrollorig","ORIG CO NAME:ZENPAYROLLORIG ID:1453942850 DESC DATE:140","431.52","credit","Paycheck","CHASE SAVINGS","",""
"6/16/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 3968200887","100.00","credit","Transfer","CHASE COLLEGE","",""
"6/13/2014","Solano Eyecare","SOLANO EYECARE OPTMTR 510-526-3937 CA        06/12","282.00","debit","Eyecare","CHASE COLLEGE","",""
"6/13/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA374897  06/12","7.99","debit","Groceries","CHASE COLLEGE","",""
"6/13/2014","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   450378  06/13","92.43","debit","Groceries","CHASE COLLEGE","",""
"6/13/2014","Zenpayroll Employee Pppd","ZENPAYROLL       EMPLOYEE PPPD ID: 1453942850","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"6/12/2014","Ua Berkeley","UA BERKELEY 7 BERKELEY CA06/11","7.25","debit","Movies & DVDs","CHASE COLLEGE","",""
"6/11/2014","Steam Games","STEAMPOWERED.COM 425-8899642 WA06/10","9.99","debit","Entertainment","CHASE COLLEGE","",""
"6/11/2014","BART","BART NORTH BERKELE QPS 5104646979 CA         06/10","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"6/11/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        06/10","10.99","debit","Shopping","CHASE COLLEGE","",""
"6/11/2014","Ristorante Umbria","RISTORANTE UMBRIA SAN FRANCISCOCA           06/10","23.93","debit","Restaurants","CHASE COLLEGE","",""
"6/11/2014","Target","TARGET T1926 TARGET T1 ALBANY CA914419  06/10","13.33","debit","Shopping","CHASE COLLEGE","",""
"6/10/2014","Toot Sweets","TOOT SWEETS BERKELEY CA06/08","7.95","debit","Uncategorized","CHASE COLLEGE","",""
"6/10/2014","Gallegos Mexican Food","GALLEGOS MEXICAN FOOD BERKELEY CA            06/07","14.25","debit","Restaurants","CHASE COLLEGE","",""
"6/10/2014","T-Mobile","T-MOBILE RECURRING PM 800-937-8997 WA        06/10","58.34","debit","Mobile Phone","CHASE COLLEGE","",""
"6/10/2014","BART","BART NORTH BERKELE QPS 5104646979 CA         06/09","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"6/09/2014","Apple","APPLE STORE #R414 BERKELEY CA06/08","471.28","debit","Electronics & Software","CHASE COLLEGE","",""
"6/09/2014","Food Mart","SP FOOD MART & GAS BERKELEY CA06/06","32.00","debit","Groceries","CHASE COLLEGE","",""
"6/09/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 3954130140","100.00","debit","Transfer","CHASE COLLEGE","",""
"6/09/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 3954130140","100.00","credit","Transfer","CHASE COLLEGE","",""
"6/06/2014","BART","BART NORTH BERKELE QPS 5104646979 CA         06/05","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"6/06/2014","Wine & Spirits","SOMA WINE & SPIRITS SAN FRANCISCO CA         06/03","5.50","debit","Groceries","CHASE COLLEGE","",""
"6/05/2014","Homejoy Ca","HOMEJOY 619-808-8909 CA06/04","60.00","debit","Uncategorized","CHASE COLLEGE","",""
"6/05/2014","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Life Insurance","CHASE COLLEGE","",""
"6/05/2014","Interest","INTEREST PAYMENT","0.08","credit","Interest Income","CHASE SAVINGS","",""
"6/04/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA968199  06/04","7.89","debit","Groceries","CHASE COLLEGE","",""
"6/03/2014","Denny's","DENNY'S INC EMERYVILLE CA06/01","28.12","debit","Restaurants","CHASE COLLEGE","",""
"6/02/2014","McDonald's","MCDONALD'S F776 BERKLEY CA05/31","2.71","debit","Fast Food","CHASE COLLEGE","",""
"6/02/2014","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    312335  06/01","2.04","debit","Pharmacy","CHASE COLLEGE","",""
"6/02/2014","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    362258  05/31","1.46","debit","Pharmacy","CHASE COLLEGE","",""
"6/02/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 3937149253","100.00","debit","Transfer","CHASE COLLEGE","",""
"6/02/2014","Orig Name Zenpayrollorig","ORIG CO NAME:ZENPAYROLLORIG ID:1453942850 DESC DATE:140","431.53","credit","Paycheck","CHASE SAVINGS","",""
"6/02/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 3937149253","100.00","credit","Transfer","CHASE COLLEGE","",""
"5/30/2014","Zenpayroll Employee Pppd","ZENPAYROLL       EMPLOYEE PPPD ID: 1453942850","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"5/30/2014","McDonald's","MCDONALD'S F776 BERKLEY CA05/28","9.64","debit","Fast Food","CHASE COLLEGE","",""
"5/30/2014","Deposit Id Number","DEPOSIT  ID NUMBER 908024","780.00","credit","Income","CHASE COLLEGE","",""
"5/30/2014","Withdrawal","WITHDRAWAL","1020.00","debit","Uncategorized","CHASE COLLEGE","",""
"5/29/2014","Papa John's","PAPA JOHN'S #03820.CO 510-332-0719 CA        05/28","34.72","debit","Fast Food","CHASE COLLEGE","",""
"5/28/2014","BART","BART-CLIPPER MONTGOMERY 5104646979 CA        05/27","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"5/28/2014","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    507060  05/28","8.97","debit","Pharmacy","CHASE COLLEGE","",""
"5/28/2014","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   070320  05/28","81.66","debit","Groceries","CHASE COLLEGE","",""
"5/27/2014","BART","BART NORTH BERKELE QPS 5104646979 CA         05/23","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"5/27/2014","Bountify Ca","BOUNTIFY.CO 5103331240 CA05/23","29.99","debit","Uncategorized","CHASE COLLEGE","",""
"5/27/2014","Steam Games","STEAMPOWERED.COM 425-8899642 WA05/26","25.77","debit","Entertainment","CHASE COLLEGE","",""
"5/27/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA754577  05/25","30.62","debit","Groceries","CHASE COLLEGE","",""
"5/27/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        05/27","17.89","debit","Shopping","CHASE COLLEGE","",""
"5/27/2014","BART","BART NORTH BERKELE QPS 5104646979 CA         05/24","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"5/27/2014","Electronics Boutique","EB GAMES  2200 SHATTUC BERKELEYCA           05/24","81.73","debit","Electronics & Software","CHASE COLLEGE","",""
"5/23/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 3929131429","100.00","debit","Transfer","CHASE COLLEGE","",""
"5/23/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 3929131429","100.00","credit","Transfer","CHASE COLLEGE","",""
"5/22/2014","Homejoy Ca","HOMEJOY 619-808-8909 CA05/21","60.00","debit","Uncategorized","CHASE COLLEGE","",""
"5/21/2014","Rewrdly Expensifyppd Id","Rewrdly Inc.     ExpensifyPPD ID: 1270239450","276.23","credit","Income","CHASE COLLEGE","",""
"5/21/2014","Rewrdly Expensifyppd Id","Rewrdly Inc.     ExpensifyPPD ID: 1270239450","180.00","credit","Income","CHASE COLLEGE","",""
"5/20/2014","ATM Fee","NON-CHASE ATM WITHDRAW531617  05/191300 SAN","2.50","debit","ATM Fee","CHASE COLLEGE","",""
"5/20/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW531617  05/191300 SAN","200.00","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"5/20/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","CHASE COLLEGE","",""
